  0.00,  0.00000149
  0.10,  0.00000244
  0.20,  0.00000396
  0.30,  0.00000637
  0.40,  0.00001014
  0.50,  0.00001598
  0.60,  0.00002494
  0.70,  0.00003854
  0.80,  0.00005894
  0.90,  0.00008926
  1.00,  0.00013383
  1.10,  0.00019866
  1.20,  0.00029195
  1.30,  0.00042478
  1.40,  0.00061190
  1.50,  0.00087268
  1.60,  0.00123222
  1.70,  0.00172257
  1.80,  0.00238409
  1.90,  0.00326682
  2.00,  0.00443185
  2.10,  0.00595253
  2.20,  0.00791545
  2.30,  0.01042093
  2.40,  0.01358297
  2.50,  0.01752830
  2.60,  0.02239453
  2.70,  0.02832704
  2.80,  0.03547459
  2.90,  0.04398360
  3.00,  0.05399097
  3.10,  0.06561581
  3.20,  0.07895016
  3.30,  0.09404908
  3.40,  0.11092083
  3.50,  0.12951760
  3.60,  0.14972747
  3.70,  0.17136859
  3.80,  0.19418605
  3.90,  0.21785218
  4.00,  0.24197072
  4.10,  0.26608525
  4.20,  0.28969155
  4.30,  0.31225393
  4.40,  0.33322460
  4.50,  0.35206533
  4.60,  0.36827014
  4.70,  0.38138782
  4.80,  0.39104269
  4.90,  0.39695255
  5.00,  0.39894228
  5.10,  0.39695255
  5.20,  0.39104269
  5.30,  0.38138782
  5.40,  0.36827014
  5.50,  0.35206533
  5.60,  0.33322460
  5.70,  0.31225393
  5.80,  0.28969155
  5.90,  0.26608525
  6.00,  0.24197072
  6.10,  0.21785218
  6.20,  0.19418605
  6.30,  0.17136859
  6.40,  0.14972747
  6.50,  0.12951760
  6.60,  0.11092083
  6.70,  0.09404908
  6.80,  0.07895016
  6.90,  0.06561581
  7.00,  0.05399097
  7.10,  0.04398360
  7.20,  0.03547459
  7.30,  0.02832704
  7.40,  0.02239453
  7.50,  0.01752830
  7.60,  0.01358297
  7.70,  0.01042093
  7.80,  0.00791545
  7.90,  0.00595253
  8.00,  0.00443185
  8.10,  0.00326682
  8.20,  0.00238409
  8.30,  0.00172257
  8.40,  0.00123222
  8.50,  0.00087268
  8.60,  0.00061190
  8.70,  0.00042478
  8.80,  0.00029195
  8.90,  0.00019866
  9.00,  0.00013383
  9.10,  0.00008926
  9.20,  0.00005894
  9.30,  0.00003854
  9.40,  0.00002494
  9.50,  0.00001598
  9.60,  0.00001014
  9.70,  0.00000637
  9.80,  0.00000396
  9.90,  0.00000244
 10.00,  0.00000149
